Date,Open,High,Low,Close,Volume
2014-01-02,26.03,26.63,25.81,25.83,7074000
2014-01-03,26.06,26.07,24.93,25.05,7650800
2014-01-06,24.83,24.98,24.31,24.65,8034200
2014-01-07,24.45,24.64,24.15,24.45,8223900
2014-01-08,24.57,25.13,24.14,24.56,6701300
2014-01-09,24.56,24.56,22.73,22.96,14825500
2014-01-10,23,23.4,22.75,22.83,8163600
2014-01-13,22.83,23,22.08,22.36,7761000
2014-01-14,23.04,23.32,22.8,22.94,9445200
2014-01-15,23.01,23.26,22.8,23.02,6957100
2014-01-16,23.18,23.63,22.65,22.95,6813200
2014-01-17,23.03,23.3,22.31,22.43,6803300
2014-01-21,22.04,22.07,20.79,21.3,15112100
2014-01-22,21.38,21.46,20.96,21.19,5497900
2014-01-23,20.59,20.86,20.12,20.29,10266700
2014-01-24,20,20,19.18,19.33,12149200
2014-01-27,19.48,19.7,18.72,19.4,8719100
2014-01-28,21.86,21.9,19.63,19.81,32586200
2014-01-29,19.55,20.82,19.33,20.07,13212400
2014-01-30,20.36,20.36,19.03,19.26,15725200
2014-01-31,18.95,19.63,18.88,19.32,7089600
2014-02-03,19.4,19.5,18.81,18.86,7627700
2014-02-04,18.95,19.07,18.57,18.82,8567600
2014-02-05,18.78,19.69,18.42,19.23,8772400
2014-02-06,19.41,20.84,19.37,20.81,11859500
2014-02-07,20.89,21,20.35,20.82,8404000
2014-02-10,21.03,21.06,20.4,20.58,5725700
2014-02-11,20.63,21.69,20.6,21.5,8972700
2014-02-12,22.87,22.95,21.7,21.99,13028300
2014-02-13,21.83,22.1,21.53,21.9,6621800
2014-02-14,23.07,23.53,22.75,23.16,13712100
2014-02-18,23.44,23.49,22.77,22.88,5981600
2014-02-19,22.63,22.65,21.92,21.96,7568100
2014-02-20,21.79,21.9,21.36,21.44,7241800
2014-02-21,21.41,21.98,21.08,21.97,9412800
2014-02-24,21.89,21.91,21.16,21.34,8634700
2014-02-25,20.95,20.95,20.25,20.32,10707900
2014-02-26,20.28,20.5,19.59,19.81,10245900
2014-02-27,20.15,20.6,19.9,20.36,6984200
2014-02-28,20.66,20.66,19.98,20.03,6671200
2014-03-03,19.75,19.78,19.5,19.55,6527300
2014-03-04,19.37,19.44,18.99,19.15,12294800
2014-03-05,19.19,19.38,18.93,19.1,6561700
2014-03-06,19.27,19.48,19.07,19.1,8221300
2014-03-07,19.18,19.18,18.5,18.65,10678900
2014-03-10,18.1,18.28,17.4,17.95,12232100
