Date,Open,High,Low,Close,Volume
2005-01-03,1211.92,1217.8,1200.3199,1202.08,1510800000
2005-01-04,1202.08,1205.84,1185.39,1188.05,1721000000
2005-01-05,1188.05,1192.73,1183.72,1183.74,1738900000
2005-01-06,1183.74,1191.63,1183.27,1187.89,1569100000
2005-01-07,1187.89,1192.2,1182.16,1186.1899,1477900000
2005-01-10,1186.1899,1194.78,1184.8,1190.25,1490400000
2005-01-11,1190.25,1190.25,1180.4301,1182.99,1488800000
2005-01-12,1182.99,1187.92,1175.64,1187.7,1562100000
2005-01-13,1187.7,1187.7,1175.8101,1177.45,1510300000
2005-01-14,1177.45,1185.21,1177.45,1184.52,1335400000
2005-01-18,1184.52,1195.98,1180.1,1195.98,1596800000
2005-01-19,1195.98,1195.98,1184.41,1184.63,1498700000
2005-01-20,1184.63,1184.63,1173.42,1175.41,1692000000
2005-01-21,1175.41,1179.45,1167.8199,1167.87,1643500000
2005-01-24,1167.87,1173.03,1163.75,1163.75,1494600000
2005-01-25,1163.75,1174.3,1163.75,1168.41,1610400000
2005-01-26,1168.41,1175.96,1168.41,1174.0699,1635900000
2005-01-27,1174.0699,1177.5,1170.15,1174.55,1600600000
2005-01-28,1174.55,1175.61,1166.25,1171.36,1641800000
2005-01-31,1171.36,1182.0699,1171.36,1181.27,1679800000
2005-02-01,1181.27,1190.39,1180.95,1189.41,1681980000
2005-02-02,1189.41,1195.25,1188.92,1193.1899,1561740000
2005-02-03,1193.1899,1193.1899,1185.64,1189.89,1554460000
2005-02-04,1189.89,1203.47,1189.67,1203.03,1648160000
2005-02-07,1203.03,1204.15,1199.27,1201.72,1347270000
2005-02-08,1201.72,1205.11,1200.16,1202.3,1416170000
2005-02-09,1202.3,1203.83,1191.54,1191.99,1511040000
2005-02-10,1191.99,1198.75,1191.54,1197.01,1491670000
2005-02-11,1197.01,1208.38,1193.28,1205.3,1562300000
2005-02-14,1205.3,1206.9301,1203.59,1206.14,1290180000
2005-02-15,1206.14,1212.4399,1205.52,1210.12,1527080000
2005-02-16,1210.12,1212.4399,1205.0601,1210.34,1490100000
2005-02-17,1210.34,1211.33,1200.74,1200.75,1580120000
2005-02-18,1200.75,1202.92,1197.35,1201.59,1551200000
2005-02-22,1201.59,1202.48,1184.16,1184.16,1744940000
2005-02-23,1184.16,1193.52,1184.16,1190.8,1501090000
2005-02-24,1190.8,1200.42,1187.8,1200.2,1518750000
2005-02-25,1200.2,1212.15,1199.61,1211.37,1523680000
2005-02-28,1211.37,1211.37,1198.13,1203.6,1795480000
2005-03-01,1203.6,1212.25,1203.6,1210.41,1708060000
2005-03-02,1210.41,1215.79,1204.22,1210.08,1568540000
2005-03-03,1210.08,1215.72,1204.45,1210.47,1616240000
2005-03-04,1210.47,1224.76,1210.47,1222.12,1636820000
2005-03-07,1222.12,1229.11,1222.12,1225.3101,1488830000
2005-03-08,1225.3101,1225.6899,1218.5699,1219.4301,1523090000
2005-03-09,1219.4301,1219.4301,1206.66,1207.01,1704970000
2005-03-10,1207.01,1211.23,1201.41,1209.25,1604020000
2005-03-11,1209.25,1213.04,1198.15,1200.08,1449820000
2005-03-14,1200.08,1206.83,1199.51,1206.83,1437430000
2005-03-15,1206.83,1210.54,1197.75,1197.75,1513530000
2005-03-16,1197.75,1197.75,1185.61,1188.0699,1653190000
2005-03-17,1188.0699,1193.28,1186.34,1190.21,1581930000
2005-03-18,1190.21,1191.98,1182.78,1189.65,2344370000
2005-03-21,1189.65,1189.65,1178.8199,1183.78,1819440000
2005-03-22,1183.78,1189.59,1171.63,1171.71,2114470000
2005-03-23,1171.71,1176.26,1168.7,1172.53,2246870000
2005-03-24,1172.53,1180.11,1171.42,1171.42,1721720000
2005-03-28,1171.42,1179.91,1171.42,1174.28,1746220000
2005-03-29,1174.28,1179.39,1163.6899,1165.36,2223250000
2005-03-30,1165.36,1181.54,1165.36,1181.41,2097110000
2005-03-31,1181.41,1184.53,1179.49,1180.59,2214230000
2005-04-01,1180.59,1189.8,1169.91,1172.92,2168690000
2005-04-04,1172.79,1178.61,1167.72,1176.12,2079770000
2005-04-05,1176.12,1183.5601,1176.12,1181.39,1870800000
2005-04-06,1181.39,1189.34,1181.39,1184.0699,1797400000
2005-04-07,1184.0699,1191.88,1183.8101,1191.14,1900620000
2005-04-08,1191.14,1191.75,1181.13,1181.2,1661330000
2005-04-11,1181.2,1184.0699,1178.6899,1181.21,1525310000
2005-04-12,1181.21,1190.17,1170.85,1187.76,1979830000
2005-04-13,1187.76,1187.76,1171.4,1173.79,2049740000
2005-04-14,1173.79,1174.67,1161.7,1162.05,2355040000
2005-04-15,1162.05,1162.05,1141.92,1142.62,2689960000
2005-04-18,1142.62,1148.92,1139.8,1145.98,2180670000
2005-04-19,1145.98,1154.67,1145.98,1152.78,2142700000
2005-04-20,1152.78,1155.5,1136.15,1137.5,2217050000
2005-04-21,1137.5,1159.95,1137.5,1159.95,2308560000
2005-04-22,1159.95,1159.95,1142.95,1152.12,2045880000
2005-04-25,1152.12,1164.05,1152.12,1162.1,1795030000
2005-04-26,1162.1,1164.8,1151.83,1151.83,1959740000
2005-04-27,1151.74,1159.87,1144.42,1156.38,2151520000
2005-04-28,1156.38,1156.38,1143.22,1143.22,2182270000
2005-04-29,1143.22,1156.97,1139.1899,1156.85,2362360000
2005-05-02,1156.85,1162.87,1154.71,1162.16,1980040000
2005-05-03,1162.16,1166.89,1156.71,1161.17,2167020000
2005-05-04,1161.17,1176.01,1161.17,1175.65,2306480000
2005-05-05,1175.65,1178.62,1166.77,1172.63,1997100000
2005-05-06,1172.63,1177.75,1170.5,1171.35,1707200000
2005-05-09,1171.35,1178.87,1169.38,1178.84,1857020000
2005-05-10,1178.84,1178.84,1162.98,1166.22,1889660000
2005-05-11,1166.22,1171.77,1157.71,1171.11,1834970000
2005-05-12,1171.11,1173.37,1157.76,1159.36,1995290000
2005-05-13,1159.36,1163.75,1146.1801,1154.05,2188590000
2005-05-16,1154.05,1165.75,1153.64,1165.6899,1856860000
2005-05-17,1165.6899,1174.35,1159.86,1173.8,1887260000
2005-05-18,1173.8,1187.9,1173.8,1185.5601,2266320000
2005-05-19,1185.5601,1191.09,1184.49,1191.08,1775860000
2005-05-20,1191.08,1191.22,1185.1899,1189.28,1631750000
2005-05-23,1189.28,1197.4399,1188.76,1193.86,1681170000
2005-05-24,1193.86,1195.29,1189.87,1194.0699,1681000000
2005-05-25,1194.0699,1194.0699,1185.96,1190.01,1742180000
2005-05-26,1190.01,1198.95,1190.01,1197.62,1654110000
2005-05-27,1197.62,1199.5601,1195.28,1198.78,1381430000
2005-05-31,1198.78,1198.78,1191.5,1191.5,1840680000
2005-06-01,1191.5,1205.64,1191.03,1202.22,1810100000
2005-06-02,1202.27,1204.67,1198.42,1204.29,1813790000
2005-06-03,1204.29,1205.09,1194.55,1196.02,1627520000
2005-06-06,1196.02,1198.78,1192.75,1197.51,1547120000
2005-06-07,1197.51,1208.85,1197.26,1197.26,1851370000
2005-06-08,1197.26,1201.97,1193.33,1194.67,1715490000
2005-06-09,1194.67,1201.86,1191.09,1200.9301,1824120000
2005-06-10,1200.9301,1202.79,1192.64,1198.11,1664180000
2005-06-13,1198.11,1206.03,1194.51,1200.8199,1661350000
2005-06-14,1200.8199,1207.53,1200.1801,1203.91,1698150000
2005-06-15,1203.91,1208.08,1198.66,1206.58,1840440000
2005-06-16,1206.55,1212.1,1205.47,1210.96,1776040000
2005-06-17,1210.9301,1219.55,1210.9301,1216.96,2407370000
2005-06-20,1216.96,1219.1,1210.65,1216.1,1714530000
2005-06-21,1216.1,1217.13,1211.86,1213.61,1720700000
2005-06-22,1213.61,1219.59,1211.6899,1213.88,1823250000
2005-06-23,1213.88,1216.45,1200.72,1200.73,2029920000
2005-06-24,1200.73,1200.9,1191.45,1191.5699,2418800000
2005-06-27,1191.5699,1194.33,1188.3,1190.6899,1738620000
2005-06-28,1190.6899,1202.54,1190.6899,1201.5699,1772410000
2005-06-29,1201.5699,1204.0699,1198.7,1199.85,1769280000
2005-06-30,1199.85,1203.27,1190.51,1191.33,2109490000
2005-07-01,1191.33,1197.89,1191.33,1194.4399,1593820000
2005-07-05,1194.4399,1206.34,1192.49,1204.99,1805820000
2005-07-06,1204.99,1206.11,1194.78,1194.9399,1883470000
2005-07-07,1194.9399,1198.46,1183.55,1197.87,1952440000
2005-07-08,1197.87,1212.73,1197.2,1211.86,1900810000
2005-07-11,1211.86,1220.03,1211.86,1219.4399,1846300000
2005-07-12,1219.4399,1225.54,1216.6,1222.21,1932010000
2005-07-13,1222.21,1224.46,1219.64,1223.29,1812500000
2005-07-14,1223.29,1233.16,1223.29,1226.5,2048710000
2005-07-15,1226.5,1229.53,1223.5,1227.92,1716400000
2005-07-18,1227.92,1227.92,1221.13,1221.13,1582100000
2005-07-19,1221.13,1230.34,1221.13,1229.35,2041280000
2005-07-20,1229.35,1236.5601,1222.91,1235.2,2063340000
2005-07-21,1235.2,1235.83,1224.7,1227.04,2129840000
2005-07-22,1227.04,1234.1899,1226.15,1233.6801,1766990000
2005-07-25,1233.6801,1238.36,1228.15,1229.03,1717580000
2005-07-26,1229.03,1234.42,1229.03,1231.16,1934180000
2005-07-27,1231.16,1237.64,1230.15,1236.79,1945800000
2005-07-28,1236.79,1245.15,1235.8101,1243.72,2001680000
2005-07-29,1243.72,1245.04,1234.1801,1234.1801,1789600000
2005-08-01,1234.1801,1239.1,1233.8,1235.35,1716870000
2005-08-02,1235.35,1244.6899,1235.35,1244.12,2043120000
2005-08-03,1244.12,1245.86,1240.5699,1245.04,1999980000
2005-08-04,1245.04,1245.04,1235.15,1235.86,1981220000
2005-08-05,1235.86,1235.86,1225.62,1226.42,1930280000
2005-08-08,1226.42,1232.28,1222.67,1223.13,1804140000
2005-08-09,1223.13,1234.11,1223.13,1231.38,1897520000
2005-08-10,1231.38,1242.6899,1226.58,1229.13,2172320000
2005-08-11,1229.13,1237.8101,1228.33,1237.8101,1941560000
2005-08-12,1237.8101,1237.8101,1225.87,1230.39,1709300000
2005-08-15,1230.4,1236.24,1226.2,1233.87,1562880000
2005-08-16,1233.87,1233.87,1219.05,1219.34,1820410000
2005-08-17,1219.34,1225.63,1218.0699,1220.24,1859150000
2005-08-18,1220.24,1222.64,1215.9301,1219.02,1808170000
2005-08-19,1219.02,1225.08,1219.02,1219.71,1558790000
2005-08-22,1219.71,1228.96,1216.47,1221.73,1621330000
2005-08-23,1221.73,1223.04,1214.4399,1217.59,1678620000
2005-08-24,1217.5699,1224.15,1209.37,1209.59,1930800000
2005-08-25,1209.59,1213.73,1209.5699,1212.37,1571110000
2005-08-26,1212.4,1212.4,1204.23,1205.1,1541090000
2005-08-29,1205.1,1214.28,1201.53,1212.28,1599450000
2005-08-30,1212.28,1212.28,1201.0699,1208.41,1916470000
2005-08-31,1208.41,1220.36,1204.4,1220.33,2365510000
2005-09-01,1220.33,1227.29,1216.1801,1221.59,2229860000
2005-09-02,1221.59,1224.45,1217.75,1218.02,1640160000
2005-09-06,1218.02,1233.61,1218.02,1233.39,1932090000
2005-09-07,1233.39,1237.0601,1230.9301,1236.36,2067700000
2005-09-08,1236.36,1236.36,1229.51,1231.67,1955380000
2005-09-09,1231.67,1243.13,1231.67,1241.48,1992560000
2005-09-12,1241.48,1242.6,1239.15,1240.5601,1938050000
2005-09-13,1240.5699,1240.5699,1231.2,1231.2,2082360000
2005-09-14,1231.2,1234.74,1226.16,1227.16,1986750000
