Date,Open,High,Low,Close,Volume
2014-01-02,55.2,55.21,54.41,54.86,2730200
2014-01-03,54.93,55.39,54.52,55.12,1968700
2014-01-06,55.2,55.24,54.03,54.23,2532700
2014-01-07,54.43,55.12,54.29,54.95,2787200
2014-01-08,55.19,57.13,54.76,56.94,7036900
2014-01-09,57.01,57.01,55.65,56.29,4968100
2014-01-10,56.52,57.04,55.81,56.95,3517500
2014-01-13,56.97,57.37,55.86,56.21,5306500
2014-01-14,56.21,57.68,55.65,57.51,4924600
2014-01-15,57.5,59.85,57.47,59.72,8745500
2014-01-16,59.49,59.65,58.85,59.21,5644800
2014-01-17,59.26,59.91,58.85,59.86,4333300
2014-01-21,60.27,61.07,59.65,60.95,6130800
2014-01-22,60.99,61.45,60.5,61.14,3515900
2014-01-23,60.08,60.15,58.92,60.08,4875700
2014-01-24,59.48,59.56,58.25,58.4,4803500
2014-01-27,58.51,58.67,56.95,57.08,5136700
2014-01-28,57.6,59.43,57.28,59.37,5534700
2014-01-29,58.56,59.22,57.79,57.96,4077800
2014-01-30,59.04,61.49,58.71,60.97,5946200
2014-01-31,60.03,61.26,60,60.53,4612200
2014-02-03,61.1,61.2,58.07,58.47,5450000
2014-02-04,59.42,61.35,59.06,60.96,5948100
2014-02-05,60.57,61.88,59.76,61.63,4860800
2014-02-06,61.85,62.75,61.1,61.7,5180000
2014-02-07,62.06,62.67,61.22,61.55,7537900
2014-02-10,61.58,61.7,60.64,61.04,5846400
2014-02-11,61.25,61.8,61.15,61.23,6376300
2014-02-12,61.55,61.86,61.1,61.48,4786500
2014-02-13,61.19,63.32,61.18,63.13,4760400
2014-02-14,63.47,63.54,62.4,62.8,3654800
2014-02-18,63.33,63.94,62.29,63.73,3780100
2014-02-19,63.36,63.96,62.85,63.02,4929600
2014-02-20,63.21,63.25,61.99,63.01,5738900
2014-02-21,63.35,64.65,63.35,63.59,5516500
2014-02-24,62.75,64.33,61.8,63.91,5698600
2014-02-25,63.92,64,63.29,63.66,4895500
2014-02-26,63.78,64.74,62.69,63.74,7285700
2014-02-27,63.52,66.35,63.51,66.22,9345800
2014-02-28,66.04,67,60.97,62.37,18892500
2014-03-03,60.65,61.71,59.82,61.49,9303400
2014-03-04,62.18,63.37,62.01,63.07,7927200
2014-03-05,63.07,63.75,62.94,63.68,5464400
2014-03-06,63.75,63.87,62.73,63.14,3958800
2014-03-07,63.2,63.36,59.73,60.74,11239300
2014-03-10,60.74,60.98,59.58,59.78,6012000
2014-03-11,59.99,62.36,59.52,61.02,9907300
2014-03-12,60.4,61.53,59.64,61.52,5573400
2014-03-13,61.8,62.17,58.42,59.06,9256600
2014-03-14,58.99,59.29,57.61,58.16,6782900
2014-03-17,58.61,59.27,58.02,58.32,6285200
2014-03-18,58.49,59.63,57.98,59.63,6019300
