Date,Open,High,Low,Close,Volume
2009-01-02,36.7,38.21,36.13,38.09,725700
2009-01-05,37.98,38.46,37.38,38.3,1185400
2009-01-06,38.45,39.24,38.13,39.02,1417800
2009-01-07,38.32,38.48,36.55,38.04,867800
2009-01-08,37.31,37.82,36.22,36.49,2158400
2009-01-09,36.48,36.6,35.51,35.67,1516200
2009-01-12,35.68,36.66,35.39,36.18,1125200
2009-01-13,35.91,37.08,35.65,36.91,1362600
2009-01-14,36.37,36.68,35.85,36.54,1529900
2009-01-15,36.57,38.81,36.44,38.32,1788500
2009-01-16,38.72,39.3,38.27,38.67,1600200
2009-01-20,38.59,39.29,37.7,38.06,2352400
2009-01-21,38.52,38.58,36.95,38.15,2086100
2009-01-22,37.97,38.04,36.91,37.43,1250900
2009-01-23,37.04,37.04,35.49,36.51,1824400
2009-01-26,36.96,37.23,36.04,36.85,2108800
2009-01-27,37.23,38.16,36.07,37.83,2753800
2009-01-28,38.3,38.53,37.18,38.09,1322600
2009-01-29,38.16,38.16,36.82,36.94,968100
2009-01-30,37.02,37.02,35.75,36.17,1270000
2009-02-02,35.66,36.7,35.28,36.33,1174900
2009-02-03,34.97,37.3,34.93,37.05,939000
2009-02-04,37.63,39.98,37.05,39.59,3772800
2009-02-05,39.39,41.32,38.79,41.06,2189600
2009-02-06,40.83,41.94,40.76,41.76,990700
2009-02-09,41.95,41.96,40.9,41.03,1248400
2009-02-10,40.79,41.51,39.27,39.35,1496600
2009-02-11,39.12,39.29,38.54,39.14,1440100
2009-02-12,38.74,40.19,38.23,40.11,1264800
2009-02-13,40.3,41.24,40.16,40.91,1294700
2009-02-17,39.89,40.1,39.15,39.21,1387800
2009-02-18,39.13,39.4,37.2,37.65,2207100
2009-02-19,38.07,38.58,37.64,37.75,1037300
2009-02-20,37.5,38.02,36.75,37.36,1388400
2009-02-23,37.47,37.74,36.32,36.4,871000
2009-02-24,36.49,37.87,36.49,37.73,1333300
2009-02-25,37.56,37.7,36.31,36.66,944100
2009-02-26,36.7,37.02,35.34,35.47,1234800
2009-02-27,34.95,36.03,34.69,35.22,1305100
2009-03-02,34.95,35.64,33.47,33.49,1045300
2009-03-03,33.84,34.5,33.35,33.63,1217100
2009-03-04,33.99,35.32,33.84,34.85,1098500
2009-03-05,34.19,34.19,33.28,33.53,1233600
2009-03-06,33.4,34.2,32.54,33.24,1068900
2009-03-09,32.44,32.54,31.28,31.75,2108900
2009-03-10,32.17,33.7,32.05,33.53,1962600
2009-03-11,33.77,34.87,32.04,32.16,2543400
2009-03-12,32.06,32.44,30,30.75,4929100
2009-03-13,31.15,31.89,30.58,31.62,2468700
2009-03-16,31.9,32.14,31.64,31.8,1216900
2009-03-17,31.85,32.95,31.78,32.93,1966100
2009-03-18,32.49,32.96,32.23,32.39,1866200
2009-03-19,32.74,33.03,32.12,32.4,1265300
2009-03-20,32.53,33,31.88,31.99,1267200
2009-03-23,32.47,33.57,32.32,33.54,2014200
2009-03-24,33.46,33.46,32.48,32.48,1127600
2009-03-25,32.63,33.33,31.88,32.62,1518000
2009-03-26,32.75,34.21,32.66,34.17,2046700
2009-03-27,33.86,38.78,33.86,37.31,4949100
2009-03-30,36.67,36.94,35.98,36.39,1828300
2009-03-31,36.48,37.77,36.32,36.95,1359400
2009-04-01,36.55,38.38,35.95,38.1,2266700
2009-04-02,38.53,40.24,38.39,39.14,1980300
2009-04-03,39.19,39.79,38.63,39.1,1165700
2009-04-06,38.73,40.01,38.63,39.34,1357000
2009-04-07,38.77,39.4,38.15,39,1270700
2009-04-08,39.07,39.69,38.7,39.6,905600
2009-04-09,40.38,40.64,39.77,40,1185600
2009-04-13,39.67,40,38.97,39.57,1008800
2009-04-14,39.27,39.4,38.39,38.47,1074300
2009-04-15,38.39,38.85,37.37,37.99,1441900
2009-04-16,38.08,39.24,38.08,39,1188800
2009-04-17,39,39.72,38.79,39.46,1133700
2009-04-20,38.84,39.35,37.91,38,728100
2009-04-21,37.64,38,36.58,37.31,1055200
2009-04-22,36.97,37.38,36.4,36.91,1275100
2009-04-23,34.86,36.02,34.23,35.89,1911300
2009-04-24,35.9,37.68,35.69,37.52,1309600
2009-04-27,36.91,38.36,36.79,37.7,1811300
2009-04-28,40.72,45.35,40.72,43.83,5851400
2009-04-29,44.21,44.9,42.88,43.88,2556800
2009-04-30,44.41,45.83,43.82,44.17,1695100
2009-05-01,44.46,44.81,43.93,44.46,1143200
2009-05-04,44.62,45.11,43.81,45.11,1166000
2009-05-05,45.06,45.59,44.72,45.1,984400
2009-05-06,45.23,45.59,44.18,44.53,865000
2009-05-07,44.91,45.07,44.04,44.33,934900
2009-05-08,44.99,45.91,44.15,44.45,989200
2009-05-11,43.96,44.22,43.07,43.86,910700
2009-05-12,43.82,44.7,43.72,44.55,1352400
2009-05-13,43.94,44.65,43.75,44.05,1343500
2009-05-14,44.06,44.71,43.19,44.22,1497300
2009-05-15,44.06,44.18,43.13,43.48,1388300
2009-05-18,43.77,44.23,43.38,44.15,986600
2009-05-19,44.17,45.22,44.13,44.91,963600
2009-05-20,45.31,46.12,44.91,45.36,920700
2009-05-21,44.89,44.89,43.33,43.66,850300
2009-05-22,43.6,43.78,43.09,43.19,583300
2009-05-26,42.8,44.88,42.35,44.88,789600
2009-05-27,44.88,45.18,44.24,44.3,807000
2009-05-28,44.21,44.65,43.48,44.01,749600
2009-05-29,43.94,44.06,42.87,43.32,1411700
2009-06-01,43.75,44.94,43.61,44.8,1164200
2009-06-02,44.82,48.65,44.24,48.03,2792600
2009-06-03,47.8,48.09,46.95,47.78,2020500
2009-06-04,47.57,47.87,46.21,47,1275800
2009-06-05,47.72,47.72,46.61,46.69,735300
2009-06-08,46.29,46.93,44.85,46.54,1144000
2009-06-09,46.45,47.04,46.21,46.82,872100
2009-06-10,47.11,47.44,46.29,46.83,622200
2009-06-11,46.95,48.53,46.95,48.17,964700
2009-06-12,47.88,48.36,47.64,48.34,768900
2009-06-15,48,48,47.23,47.7,1004700
2009-06-16,48.29,49.2,47.81,47.99,962000
2009-06-17,48.01,49.26,48.01,48.43,1545400
2009-06-18,48.43,49.08,48.12,48.75,763300
2009-06-19,49.16,49.91,48.89,49.07,1126200
2009-06-22,49.64,50.35,49.14,49.16,1056400
2009-06-23,49.28,49.56,48.34,48.86,1286600
2009-06-24,49.05,50.56,49.05,50.43,1530400
2009-06-25,50.32,51.42,49.51,51.11,1550800
2009-06-26,50.93,51.15,50.09,50.98,762900
2009-06-29,50.98,51.58,50.65,51.52,518000
2009-06-30,51.35,51.72,50.8,51.47,833400
2009-07-01,51.74,51.74,50.87,51.3,899700
2009-07-02,50.38,50.68,48.8,49.02,1285800
2009-07-06,48.95,49.7,48.73,49.62,877100
2009-07-07,49.33,50.02,49.26,49.84,1166400
2009-07-08,49.68,50.37,48.19,48.81,1146100
2009-07-09,49.01,49.3,48.1,48.56,532500
2009-07-10,48.62,49.54,48.37,48.94,703000
2009-07-13,49.1,49.24,47.96,49,704500
2009-07-14,48.04,49.18,47.57,48.81,618000
2009-07-15,49.17,49.69,48.73,49.33,776100
2009-07-16,49.35,50.46,49.25,49.96,940800
2009-07-17,49.93,50.33,49.4,50.28,600800
2009-07-20,50.44,50.8,50.31,50.77,669800
2009-07-21,51.28,52.17,50.96,51.5,485600
2009-07-22,51.39,51.82,51.01,51.16,517400
2009-07-23,51.51,52.42,51.31,51.5,894900
2009-07-24,51.18,51.9,51.02,51.86,604300
2009-07-27,52.01,53.32,51.7,52.44,945900
2009-07-28,49.4,51.6,48.63,50.88,2760400
2009-07-29,51.49,51.76,50.09,50.76,1550300
2009-07-30,51.25,51.45,50.29,50.44,753300
2009-07-31,50.74,51.28,49.93,50.25,787600
2009-08-03,50.59,51.98,50.13,51.96,813300
2009-08-04,51.55,52.39,51.53,51.99,684300
2009-08-05,51.88,52.12,50.9,51.32,550500
2009-08-06,51.57,51.69,50.24,50.77,508100
2009-08-07,51.47,51.76,51.11,51.28,414000
2009-08-10,51.02,51.83,50.82,51.76,348700
2009-08-11,51.71,51.83,51.36,51.59,910000
2009-08-12,51.55,52.45,50.68,51.68,646100
2009-08-13,51.68,52.95,51.24,52.59,927900
2009-08-14,52.63,52.81,51.08,51.31,964600
2009-08-17,51.14,51.23,50.32,50.39,768300
2009-08-18,50.36,50.54,49.65,49.92,900900
2009-08-19,49.65,50.45,49.44,50.29,650200
2009-08-20,50.39,50.57,50.11,50.38,554000
2009-08-21,50.77,52.14,50.33,51.8,978600
2009-08-24,52.02,52.02,51.38,51.48,586700
2009-08-25,51.61,52.74,51.5,52.23,956800
2009-08-26,51.94,52.86,51.93,52.17,420200
2009-08-27,52.09,52.22,51.33,51.73,647400
2009-08-28,51.85,51.98,50.55,50.96,515200
2009-08-31,51.02,51.59,49.95,50.28,911300
2009-09-01,50.21,51.57,49.92,50.33,1002200
2009-09-02,50.1,50.68,49.34,50.33,860700
2009-09-03,50.36,50.57,49.55,50.34,863900
2009-09-04,50.47,50.78,49.52,50.76,586500
2009-09-08,51,52.33,50.64,51.87,1033800
2009-09-09,52.25,53.69,52.08,53.34,1167500
2009-09-10,53.48,54.48,52.99,54.46,1008600
2009-09-11,54.51,55.33,54.12,54.61,981800
2009-09-14,54.66,54.95,54.09,54.4,741400
2009-09-15,54.32,54.4,53.5,53.64,871100
2009-09-16,53.63,54.87,53.44,54.81,660100
2009-09-17,54.75,56.09,54.64,55.59,1023700
2009-09-18,55.97,56.13,55.01,55.32,742800
2009-09-21,56.78,57.32,56.15,56.3,1308300
2009-09-22,56.37,56.37,55.1,55.76,561500
2009-09-23,55.74,56.07,55.18,55.48,486300
2009-09-24,55.69,55.98,54.85,55.09,933800
2009-09-25,55.28,55.74,54.56,54.77,789700
2009-09-28,54.82,56.14,54.56,55.43,679000
2009-09-29,55.39,56.15,55.18,55.4,759700
2009-09-30,55.26,56.19,54.59,55.86,894400
2009-10-01,55.81,56.25,54.12,54.14,1273900
2009-10-02,53.8,54.2,53.5,53.9,846200
2009-10-05,54.14,55.8,53.8,55.48,902900
2009-10-06,55.63,56.81,55.37,56.21,782400
2009-10-07,56.21,56.65,55.85,56.61,650600
2009-10-08,57.07,57.92,57.04,57.22,541400
2009-10-09,57.36,57.91,57.12,57.75,367900
2009-10-12,58.1,58.16,57.28,57.62,415800
2009-10-13,57.25,57.9,56.89,57.37,700400
2009-10-14,57.69,58.3,56.45,58.18,1084200
2009-10-15,58.16,58.59,57.85,58.27,536900
2009-10-16,58.04,58.13,57.29,57.47,706100
2009-10-19,57.59,59,57.3,58.82,593300
2009-10-20,58.6,58.74,57.97,58.48,571200
2009-10-21,58.73,58.85,58.07,58.14,527300
2009-10-22,58.36,58.36,56.77,57.3,1098100
2009-10-23,57.22,57.69,56.69,56.99,1229600
2009-10-26,57.01,57.35,56.14,56.32,1717100
2009-10-27,57.83,58.54,55.94,57.19,2442000
2009-10-28,58.79,59,57.33,57.4,3401100
2009-10-29,57.4,57.95,56.52,57.89,1902300
2009-10-30,57.84,59.07,56.92,57.43,1730900
2009-11-02,57.43,58.5,57.3,58,1274700
2009-11-03,57.8,57.98,57.08,57.93,984100
2009-11-04,58.01,58.29,57.23,57.28,966400
2009-11-05,57.52,59.59,57.3,59.56,1614400
2009-11-06,59.04,59.81,58.7,59.23,843800
2009-11-09,59.48,61.13,59.25,61.1,987800
2009-11-10,60.96,61.3,60.43,60.66,768600
2009-11-11,60.95,60.95,59.76,60.15,1012200
2009-11-12,60.17,60.84,59.43,59.48,883500
2009-11-13,59.69,61.33,59.4,60.72,1188100
2009-11-16,60.96,61.45,60.76,60.85,1170600
2009-11-17,60.93,61.05,60.37,60.37,1055600
2009-11-18,59.96,60.4,59.8,59.97,1175300
2009-11-19,59.72,59.94,58.82,59.37,890600
2009-11-20,59.24,59.5,58.57,59.04,1110200
2009-11-23,59.33,59.74,58.77,59.03,1076100
2009-11-24,59.28,59.6,58.68,59.42,1227500
2009-11-25,59.7,59.85,59.17,59.78,527300
2009-11-27,59.03,59.48,58.43,59.02,407100
2009-11-30,59.26,59.26,58.45,58.78,873800
2009-12-01,59.24,59.57,58.78,59.37,929700
2009-12-02,59.29,59.78,59.03,59.61,769100
2009-12-03,59.84,59.99,58.95,59.01,413500
2009-12-04,59.45,60.41,59.02,59.43,870700
2009-12-07,59.21,60.23,59.21,59.94,808500
2009-12-08,59.7,59.76,58.87,59.23,781500
2009-12-09,59.13,59.52,58.62,59.44,547900
2009-12-10,59.73,61.39,59.73,60.75,1097100
2009-12-11,61.13,61.58,60.79,61.21,808000
2009-12-14,61.55,61.9,61.01,61.88,707700
2009-12-15,61.58,63.09,61.56,62.58,853000
2009-12-16,62.87,63.07,61.63,61.81,568100
2009-12-17,61.69,61.77,60.48,60.67,821500
2009-12-18,60.91,61.25,60,60.22,957300
2009-12-21,60.6,61.5,60.49,60.98,523400
2009-12-22,61.02,61.69,61.02,61.58,373600
2009-12-23,61.56,62.09,61.3,61.47,474400
2009-12-24,61.22,61.63,61.22,61.51,169500
2009-12-28,61.74,62.24,61.45,61.77,312100
2009-12-29,61.76,62.41,61.61,62,448000
2009-12-30,61.9,62.33,61.69,62.23,386900
2009-12-31,62.21,62.63,61.8,61.96,433600
