date,market,market_zh,window_months,sector,ticker,name,close,prior_high,pct_above_ma200,yahoo_ticker
2026-09-15,us,美股,12,能源,APA,APA,47.41,46.59,40.0,APA
2026-09-15,us,美股,12,能源,COP,ConocoPhillips,141.22,139.82,25.1,COP
2026-09-15,us,美股,12,能源,CVX,Chevron,217.77,217.65,20.8,CVX
2026-09-15,us,美股,12,能源,EOG,EOG Resources,153.74,153.67,19.6,EOG
2026-09-15,us,美股,12,能源,MPC,Marathon Petroleum,410.84,409.5,66.6,MPC
2026-09-15,us,美股,12,工業,EXPD,Expeditors International of Washington,193.9,193.82,21.4,EXPD
2026-09-15,us,美股,12,科技,CRWD,CrowdStrike,242.49,239.37,67.0,CRWD
2026-09-15,us,美股,12,醫療,RVTY,Revvity,140.19,133,35.9,RVTY
2026-09-15,us,美股,9,能源,APA,APA,47.41,46.59,40.0,APA
2026-09-15,us,美股,9,能源,COP,ConocoPhillips,141.22,139.82,25.1,COP
2026-09-15,us,美股,9,能源,CVX,Chevron,217.77,217.65,20.8,CVX
2026-09-15,us,美股,9,能源,EOG,EOG Resources,153.74,153.67,19.6,EOG
2026-09-15,us,美股,9,能源,MPC,Marathon Petroleum,410.84,409.5,66.6,MPC
2026-09-15,us,美股,9,工業,EXPD,Expeditors International of Washington,193.9,193.82,21.4,EXPD
2026-09-15,us,美股,9,科技,CRWD,CrowdStrike,242.49,239.37,67.0,CRWD
2026-09-15,us,美股,9,醫療,RVTY,Revvity,140.19,133,35.9,RVTY
2026-09-15,us,美股,6,能源,APA,APA,47.41,46.59,40.0,APA
2026-09-15,us,美股,6,能源,COP,ConocoPhillips,141.22,139.82,25.1,COP
2026-09-15,us,美股,6,能源,CVX,Chevron,217.77,217.65,20.8,CVX
2026-09-15,us,美股,6,能源,EOG,EOG Resources,153.74,153.67,19.6,EOG
2026-09-15,us,美股,6,能源,MPC,Marathon Petroleum,410.84,409.5,66.6,MPC
2026-09-15,us,美股,6,工業,EXPD,Expeditors International of Washington,193.9,193.82,21.4,EXPD
2026-09-15,us,美股,6,科技,CRWD,CrowdStrike,242.49,239.37,67.0,CRWD
2026-09-15,us,美股,6,醫療,RVTY,Revvity,140.19,133,35.9,RVTY
2026-09-15,us,美股,3,能源,APA,APA,47.41,46.59,40.0,APA
2026-09-15,us,美股,3,能源,COP,ConocoPhillips,141.22,139.82,25.1,COP
2026-09-15,us,美股,3,能源,CVX,Chevron,217.77,217.65,20.8,CVX
2026-09-15,us,美股,3,能源,EOG,EOG Resources,153.74,153.67,19.6,EOG
2026-09-15,us,美股,3,能源,MPC,Marathon Petroleum,410.84,409.5,66.6,MPC
2026-09-15,us,美股,3,能源,OXY,Occidental Petroleum,63.52,62.98,20.9,OXY
2026-09-15,us,美股,3,工業,EXPD,Expeditors International of Washington,193.9,193.82,21.4,EXPD
2026-09-15,us,美股,3,科技,CRWD,CrowdStrike,242.49,239.37,67.0,CRWD
2026-09-15,us,美股,3,通訊/互聯網,T,AT&T,26.72,26.62,8.0,T
2026-09-15,us,美股,3,醫療,RVTY,Revvity,140.19,133,35.9,RVTY
