Date,Open,High,Low,Close,Volume
2024-01-02,16667.3008,16686.5996,16453.1504,16543.9395,5791170000
2024-01-03,16413.2598,16471.0801,16352.1396,16368.4902,5449950000
2024-01-04,16290.7803,16419.4395,16276.4297,16282.0098,5289220000
2024-01-05,16281.7402,16415.3906,16249.1904,16305.9805,5232820000
2024-01-08,16354.2197,16655.2305,16349.3896,16649.8691,6337770000
2024-01-09,16531.9609,16710.8809,16513.7305,16678.6992,5068410000
2024-01-10,16702.5508,16827.3691,16654.7402,16793.0508,4404590000
2024-01-11,16852.1895,16898.1602,16618.8594,16820.9004,5044690000
2024-01-12,16855,16900.3691,16776.9199,16832.9199,4958940000
2024-01-16,16775.0996,16895.3301,16726.5898,16830.7109,6386180000
2024-01-17,16705.5098,16749.1094,16561.4902,16736.2793,5181740000
2024-01-18,16894.3301,16996.9805,16818.1309,16982.2891,5587440000
2024-01-19,17060.1406,17317.2109,17041.8496,17314,5604950000
2024-01-22,17403.6191,17450.3008,17309.8691,17330.3809,5456240000
2024-01-23,17346.9492,17410.8594,17286.0195,17404.2109,5207680000
2024-01-24,17562.3203,17665.2598,17481.9707,17499.3008,4983210000
2024-01-25,17589.2695,17631.3398,17430.3691,17516.9902,5281570000
2024-01-26,17432.8691,17514.7598,17395.5391,17421.0098,4510530000
2024-01-29,17438.0293,17603.9492,17414.6191,17596.2695,4979310000
2024-01-30,17556.4902,17578.4609,17443.7695,17476.7109,4719240000
2024-01-31,17269.9805,17375.3203,17128.7402,17137.2402,5875610000
2024-02-01,17216.9902,17356.7598,17175.8301,17344.7109,5046920000
2024-02-02,17415.9395,17682.2891,17378.3691,17642.7305,4800690000
2024-02-05,17634.6895,17655.7695,17469.6191,17613.0391,4831020000
2024-02-06,17664.4395,17680.6191,17475.4297,17572.7305,4759640000
2024-02-07,17674.5898,17784.1699,17637.7305,17755.0703,4567580000
2024-02-08,17757.5996,17814.1191,17728.5508,17783.1699,5675850000
2024-02-09,17820.9805,17987.9004,17798.8105,17962.4102,5797260000
2024-02-12,17942.2793,18041.4492,17859.6602,17882.6602,5458490000
2024-02-13,17519.8008,17717.6699,17478.2305,17600.4199,5599860000
2024-02-14,17728.9004,17815.1797,17619.9199,17807.6309,5092660000
2024-02-15,17815.3203,17864.5898,17722.3105,17845.7207,6049100000
2024-02-16,17853.5898,17864.1602,17663.4004,17685.9805,5223800000
2024-02-20,17591.1699,17657.0801,17399.4102,17546.0996,5595700000
2024-02-21,17412.7891,17482.1309,17319.4395,17478.9102,4845740000
2024-02-22,17857.7598,18034.8008,17808.2598,18004.6992,5653930000
2024-02-23,18052.5898,18091.6191,17902.7793,17937.6094,5077910000
2024-02-26,17970.2109,18014.1094,17926.6602,17933.3301,5417630000
2024-02-27,17962.5801,17987.5391,17871.0605,17971.0508,5423020000
2024-02-28,17895.0293,17931.0098,17840.3594,17874.5,5581690000
2024-02-29,17991.6699,18068.5195,17866.2598,18043.8496,6265340000
2024-03-01,18069.2891,18333.2598,18064.4395,18302.9102,5457910000
2024-03-04,18290.0996,18313.4297,18218.25,18226.4805,5725470000
2024-03-05,18088.7109,18097.5,17804.5,17897.8691,6356800000
2024-03-06,18083.5098,18142.8809,17941.6406,18017.5703,5511370000
2024-03-07,18161.7305,18337.9492,18101.4297,18297.9902,5072790000
2024-03-08,18312.7891,18416.7305,17995.3809,18018.4492,5411790000
2024-03-11,17959.6797,18003.0508,17873.3301,17951.6895,4917620000
2024-03-12,18063.0195,18228.3691,17919.3301,18219.1094,5100330000
2024-03-13,18151.7598,18163.7402,18030.4004,18068.4707,4839000000
2024-03-14,18114.6895,18142.9004,17913.6309,18014.8105,5450980000
2024-03-15,17926.9199,17930.4707,17764.9902,17808.25,8261950000
2024-03-18,18024.2402,18124.3203,17973.0898,17985.0098,5025040000
2024-03-19,17902.5195,18039.8203,17809.1504,18032.1992,4758740000
2024-03-20,18067.6992,18249.1191,18003.2402,18240.1094,5298380000
2024-03-21,18438.2402,18464.6992,18317.0996,18320.3809,5134740000
2024-03-22,18293.1504,18386.25,18267.4902,18339.4395,4339930000
2024-03-25,18215.5391,18337.3496,18189.2793,18277.0605,4636940000
2024-03-26,18329.2891,18378.6992,18207.8809,18210.5391,5144260000
2024-03-27,18338.1895,18344.0898,18168.1992,18280.8398,4768930000
2024-03-28,18263.4102,18308.3203,18231.3809,18254.6895,5174450000
2024-04-01,18280.8203,18391.5801,18211.2793,18293.1992,4798390000
2024-04-02,18076.4297,18135.5703,18002.2695,18121.7793,4710280000
2024-04-03,18054.4395,18238.6699,18045.4199,18160.1895,5151500000
2024-04-04,18331.0195,18362.2891,17875.75,17878.7793,5368700000
2024-04-05,17940.2793,18202.9609,17912.8594,18108.4609,4578130000
2024-04-08,18130.4395,18178.6602,18050.6895,18100.1895,4386700000
2024-04-09,18188.8691,18210.0195,17973.0703,18169.9004,4869190000
2024-04-10,17957.9609,18040.8301,17932.4199,18011.6602,5308250000
2024-04-11,18085.1094,18337.1504,17998.25,18307.9805,4714750000
2024-04-12,18117.6699,18166.4902,17952.0898,18003.4902,4552740000
2024-04-15,18143.25,18152.0801,17676.3496,17706.8301,4910550000
2024-04-16,17691.4492,17817.7305,17660.8906,17713.6602,5001860000
2024-04-17,17785.8203,17788.5391,17459.5703,17493.6191,4991470000
2024-04-18,17514.7695,17590.8105,17376.4902,17394.3105,4932540000
2024-04-19,17334.7109,17362.2793,16973.9395,17037.6504,5316010000
2024-04-22,17161.1094,17305.1504,17010.25,17210.8906,4616730000
2024-04-23,17297.2402,17513.3105,17277.25,17471.4707,4951670000
2024-04-24,17613.6602,17653.6602,17435.3301,17526.8008,4735870000
2024-04-25,17205.2793,17474.4609,17172.4199,17430.5,4743640000
2024-04-26,17566.2207,17772.7793,17533.0801,17718.3008,4694400000
2024-04-29,17801.1406,17820,17671.0293,17782.7207,4972520000
2024-04-30,17720.3496,17768.8691,17440.6895,17440.6895,5229400000
2024-05-01,17382.7793,17667.8594,17284.3691,17318.5508,5277790000
2024-05-02,17474.9199,17575.8008,17290.6406,17541.5391,4901610000
2024-05-03,17848.6602,17926.9805,17784.7793,17890.8008,4887310000
2024-05-06,17950.9805,18094.4609,17937.2793,18093.5703,4460130000
2024-05-07,18106.3301,18156.3203,18061.6094,18091.4492,5041870000
2024-05-08,17987.6992,18135.3398,17987.6992,18085.0098,4530190000
2024-05-09,18095.8008,18138.0195,18012.6191,18113.4609,4505120000
2024-05-10,18171.1504,18247.6094,18099.7305,18161.1797,4402110000
2024-05-13,18228.4004,18233.5,18147.5703,18198.6094,4452750000
2024-05-14,18187.5098,18339.5801,18175.3008,18322.7695,7270240000
2024-05-15,18412.8105,18607.5293,18359.3203,18596.6504,8538990000
2024-05-16,18589.9805,18669.5,18553.3008,18557.9609,11932600000
2024-05-17,18571.8203,18590.3691,18462.25,18546.2305,9587280000
2024-05-20,18559.2207,18703.8301,18549.8398,18674.1895,6861320000
2024-05-21,18603.9902,18721.1797,18589.9102,18713.8008,6245090000
2024-05-22,18733.5391,18756.6895,18606.1602,18705.1992,7277340000
2024-05-23,18907.1406,18907.5391,18554.8906,18623.3906,7752800000
2024-05-24,18669.3594,18851.9902,18664.7891,18808.3496,5836040000
2024-05-28,18855.1504,18875.1992,18755.9395,18869.4395,6293380000
2024-05-29,18708.0703,18814.8203,18706.6191,18736.75,6652480000
2024-05-30,18683.25,18705.2598,18487.7598,18538.6602,6659290000
2024-05-31,18550.8008,18574.5605,18189.7793,18536.6504,6674090000
2024-06-03,18666.7207,18707.2207,18392.5703,18600.9707,5422040000
2024-06-04,18598,18697.9492,18521.8496,18654.8398,4917350000
2024-06-05,18791.2793,19035.8691,18768.25,19035.0508,5325000000
2024-06-06,19053.0098,19071.7891,18978.8594,19021.1895,4960580000
2024-06-07,18992.5801,19113.8809,18958.6797,19000.9492,4755650000
2024-06-10,18945.3105,19089.8301,18940.7109,19074.6699,5207110000
2024-06-11,19031.4004,19212.6309,18966.5605,19210.1797,5009220000
2024-06-12,19358.2598,19556.9004,19347.2793,19465.1797,5560630000
2024-06-13,19609.0508,19639.4492,19473.7109,19576.9199,4916020000
2024-06-14,19557.2207,19664.5898,19534.6191,19659.8008,4973820000
2024-06-17,19681.8594,19977.8398,19623.7109,19902.75,6061200000
2024-06-18,19904.4297,19940.5,19837.8594,19908.8594,5796180000
2024-06-20,19962.9707,19979.9297,19685.0293,19752.3008,6289300000
2024-06-21,19722.3691,19801.9707,19643.5195,19700.4297,8589160000
2024-06-24,19648.2305,19723.1992,19472.5293,19474.6191,5503210000
2024-06-25,19555.8398,19712.4199,19523.5098,19701.1309,4848280000
2024-06-26,19671.0703,19763.5508,19654.1797,19751.0508,5294310000
2024-06-27,19740.5195,19850.8105,19701.3398,19789.0293,5382060000
2024-06-28,19817,20017.7109,19665.8496,19682.8691,8960940000
2024-07-01,19720.1094,19827.75,19577.5391,19812.2207,5189990000
2024-07-02,19746.2207,20014.9199,19741.8105,20011.8906,4526550000
2024-07-03,19995.2793,20186.6309,19995.2793,20186.6309,3713960000
2024-07-05,20224.1309,20407,20201.5,20391.9707,4851000000
2024-07-08,20393.8906,20455.3809,20363.3691,20439.5391,5286260000
